scope	order	key	value
calculateAT_gui	27	strBtnMask	Prepara e maschera
calculateAT_gui	28	strDrpDefault2	<Selezionare campione>
calculateAT_gui	29	strBtnSave	Salva il grafico
calculateAT_gui	30	strFrmSave	Salva come
calculateAT_gui	31	strLblSave	Nome per il risultato:
calculateAT_gui	32	strLblSaveRank	Nome per l'elenco di rank dei percentili:
calculateAT_gui	33	strLblSaveMasked	Nome per i dati grezzi mascherati:
calculateAT_gui	34	strBtnCalculate	Calcola
calculateAT_gui	35	strBtnProcessing	In elaborazione?
calculateAT_gui	36	strWinCheck	Controllo del subsetting
calculateAT_gui	37	strMsgPlot	Clicca 'Prepara e maschera' e seleziona un campione prima di salvare.
calculateAT_gui	38	strMsgTitlePlot	Nessun grafico!
calculateAT_gui	39	strMsgTitleError	Errore
calculateAT_gui	40	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset e un set di reference
calculateAT_gui	41	strMsgDataset	Devono essere selezionati un dataset e un reference dataset.
calculateAT_gui	42	strMsgTitleDataset	Dataset non selezionati
calculateAT6_gui	1	strWinTitle	Calcola la soglia analitica
calculateAT6_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateAT6_gui	3	strBtnHelp	Aiuto
calculateAT6_gui	4	strFrmDataset	Datasets
calculateAT6_gui	5	strLblDataset	Dataset campioni:
calculateAT6_gui	6	strDrpDefault	<Selezionare dataset>
calculateAT6_gui	7	strLblSamples	campioni
calculateAT6_gui	8	strLblDatasetRef	Dataset dei reference:
calculateAT6_gui	9	strLblRef	campioni reference
calculateAT6_gui	10	strBtnCheck	Controllo del subsetting
calculateAT6_gui	11	strLblAmount	Dataset delle quantità:
calculateAT6_gui	12	strFrmOptions	Opzioni
calculateAT6_gui	13	strLblText1	NB! Questo è un metodo indiretto non raccomandato.
calculateAT6_gui	14	strLblText2	Vedi 'Aiuto' o il manuale per le limitazioni.
calculateAT6_gui	15	strChkIgnore	Ignora Maiuscole/minuscole
calculateAT6_gui	16	strRadItem1	Regressione lineare
calculateAT6_gui	17	strRadItem2	Regressione lineare pesata
calculateAT6_gui	18	strLblLevel	Livello di significatività:
calculateAT6_gui	19	strFrmSave	Salva come
calculateAT6_gui	20	strLblSave	Nome per il risultato:
calculateAT6_gui	21	strBtnCalculate	Calcola
calculateAT6_gui	22	strBtnCalculateActive	In elaborazione?
calculateAT6_gui	23	strWinCheck	Controllo del subsetting
calculateAT6_gui	24	strMsgTitleError	Errore
calculateAT6_gui	25	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset e un set di reference
calculateAT6_gui	26	strMsgDataset	Devono essere selezionati un dataset e un reference dataset.
calculateAT6_gui	27	strMsgTitleDataset	Dataset non selezionati
calculateCapillary_gui	1	strWinTitle	Calcola il balance dei capillari
calculateCapillary_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateCapillary_gui	3	strBtnHelp	Aiuto
calculateCapillary_gui	4	strFrmDataset	Dataset
calculateCapillary_gui	5	strLblDataSample	Samples Table:
calculateCapillary_gui	6	strDrpDefault	<Selezionare dataset>
calculateCapillary_gui	7	strLblSamples	campioni
calculateCapillary_gui	8	strLblDataSizing	Sample Plot Sizing Table:
calculateCapillary_gui	9	strLblSampleFiles	file dei campioni
calculateCapillary_gui	10	strFrmOptions	Opzioni
calculateCapillary_gui	11	strLblRun	Nome della corsa:
calculateCapillary_gui	12	strLblRunMsg	Nome della corsa opzionale
calculateCapillary_gui	13	strLblThreshold	Soglia di 'sizing quality':
calculateCapillary_gui	14	strFrmSave	Salva come
calculateCapillary_gui	15	strLblSave	Nome per il risultato:
calculateCapillary_gui	16	strBtnCalculate	Calcola
calculateCapillary_gui	17	strMsgDataset	Devono essere selezionati un dataset 'Samples Table' e un dataset 'SamplePlotSizing'.
calculateCapillary_gui	18	strMsgTitleDataset	Dataset non selezionati
calculateConcordance_gui	1	strWinTitle	Calcola la concordanza
calculateConcordance_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateConcordance_gui	3	strBtnHelp	Aiuto
calculateConcordance_gui	4	strFrmDataset	Dataset e kit
calculateConcordance_gui	5	strLblDataset	Dataset campioni:
calculateConcordance_gui	6	strDrpDefault	<Selezionare dataset>
calculateConcordance_gui	7	strLblSamples	campioni
calculateConcordance_gui	8	strLblKit	Kit:
calculateConcordance_gui	9	strBtnAdd	Aggiungi
calculateConcordance_gui	10	strFrmOptions	Opzioni
calculateConcordance_gui	11	strLblDelimiter	Delimitatore per gli alleli nel genotipo:
calculateConcordance_gui	12	strLblNoSample	Stringa per i campioni mancanti:
calculateConcordance_gui	13	strLblNoMarker	Stringa per i marker mancanti:
calculateConcordance_gui	14	strChkInclude	Includi i marcatori mancanti nel risultato.
calculateConcordance_gui	15	strTipInclude	I campioni non presenti in tutti i dataset saranno comunque inclusi nel risultato.
calculateConcordance_gui	16	strFrmSelected	dataset selezionati
calculateConcordance_gui	17	strLblSelected	Nomi per i dataset da analizzare (separati da virgola):
calculateConcordance_gui	18	strLblUsedKits	Nomi per kit di analisi (separati da virgola):
calculateConcordance_gui	19	strFrmSave	Salva come
calculateConcordance_gui	20	strLblSave	Nome per la tabella di discordanza:
calculateConcordance_gui	21	strLblSave2	Nome per la tabella di concordanza:
calculateConcordance_gui	22	strBtnCalculate	Calcola
calculateConcordance_gui	23	strBtnProcessing	In elaborazione?
calculateConcordance_gui	24	strMsgAddMessage	Il data frame è NULL!\n\nAssicurati di selezionare un dataset
calculateConcordance_gui	25	strMsgTitleError	Errore
calculateConcordance_gui	26	strMsgDataset	Deve essere selezionato un dataset.
calculateConcordance_gui	27	strMsgTitleDataset	Dataset non selezionati
calculateCopies_gui	1	strWinTitle	Calcola le copie alleliche
calculateCopies_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateCopies_gui	3	strBtnHelp	Aiuto
calculateCopies_gui	4	strFrmDataset	Dataset
calculateCopies_gui	5	strLblDataset	Dataset campioni:
calculateCopies_gui	6	strDrpDefault	<Selezionare dataset>
calculateCopies_gui	7	strLblSamples	campioni
calculateCopies_gui	8	strFrmOptions	Opzioni
calculateCopies_gui	9	strChkObserved	Aggiungi il numero di alleli unici (conteggio del numero dei picchi)
calculateCopies_gui	10	strChkCopies	Aggiungo il numero di copie alleliche (per profili completi noti)
calculateCopies_gui	11	strTipCopies	'1' per gli eterozigoti e '2' per gli omozigoti.
calculateCopies_gui	12	strChkHeterozygosity	Aggiungi l'indicatore di eterozigote (per profili completi noti)
calculateCopies_gui	13	strTipHeterozygosity	'1' per i loci eterozigoti e '0' per i loci omozigoti.
calculateCopies_gui	14	strFrmSave	Salva come
calculateCopies_gui	15	strLblSave	Nome per il risultato:
calculateCopies_gui	16	strBtnCalculate	Calcola
calculateCopies_gui	17	strBtnProcessing	In elaborazione?
calculateCopies_gui	18	strMsgDataset	Deve essere selezionato un dataset.
calculateCopies_gui	19	strMsgTitleDataset	Dataset non selezionato
calculateDropout_gui	1	strWinTitle	Calcola il dropout
calculateDropout_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateDropout_gui	3	strBtnHelp	Aiuto
calculateDropout_gui	4	strFrmDataset	Dataset e kit
calculateDropout_gui	5	strLblDataset	Dataset campioni:
calculateDropout_gui	6	strDrpDefault	<Selezionare dataset>
calculateDropout_gui	7	strLblSamples	campioni
calculateDropout_gui	8	strLblRefDataset	Dataset dei reference:
calculateDropout_gui	9	strLblRef	campioni reference
calculateDropout_gui	10	strBtnCheck	Controllo del subsetting
calculateDropout_gui	11	strLblKit	Kit:
calculateDropout_gui	12	strFrmOptions	Opzioni
calculateDropout_gui	13	strChkIgnore	Ignora Maiuscole/minuscole
calculateDropout_gui	14	strChkSex	Rimuovi i marcatori del sesso
calculateDropout_gui	15	strChkSensors	Rimuovi i 'quality sensors'
calculateDropout_gui	16	strChkAverage	Calcola l'altezza media di picco
calculateDropout_gui	17	strLblAt	Soglia analitica (AT):
calculateDropout_gui	18	strLblMethods	Seleziona uno o più metodi di dropout scoring:
calculateDropout_gui	19	strChkMethod1	Score del dropout relativo all'allele a basso peso molecolare
calculateDropout_gui	20	strChkMethod2	Score del dropout relativo all'allele ad alto peso molecolare
calculateDropout_gui	21	strChkMethodX	Score del dropout relativo a un allele casuale
calculateDropout_gui	22	strChkMethodL	Score del dropout per locus
calculateDropout_gui	23	strFrmSave	Salva come
calculateDropout_gui	24	strLblSave	Nome per il risultato:
calculateDropout_gui	25	strBtnCalculate	Calcola
calculateDropout_gui	26	strBtnProcessing	In elaborazione?
calculateDropout_gui	27	strMsgDataset	Devono essere selezionati un dataset dei campioni ed un dataset dei reference.
calculateDropout_gui	28	strMsgTitleDataset	Dataset non selezionato
calculateDropout_gui	29	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset di campioni e un dataset di reference
calculateDropout_gui	30	strMsgTitleError	Errore
calculateHb_gui	1	strWinTitle	Calcola l'equilibrio eterozigote
calculateHb_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateHb_gui	3	strBtnHelp	Aiuto
calculateHb_gui	4	strFrmDataset	Datasets
calculateHb_gui	5	strLblDataset	Dataset campioni:
calculateHb_gui	6	strDrpDefault	<Selezionare dataset>
calculateHb_gui	7	strLblSamples	campioni
calculateHb_gui	8	strLblRefDataset	Dataset dei reference:
calculateHb_gui	9	strLblRef	campioni reference
calculateHb_gui	10	strBtnCheck	Controllo del subsetting
calculateHb_gui	11	strFrmOptions	Opzioni
calculateHb_gui	12	strLblPre	Pre-elaborazione:
calculateHb_gui	13	strChkSex	Rimuovi i marcatori del sesso
calculateHb_gui	14	strChkSensors	Rimuovi i 'quality sensors'
calculateHb_gui	15	strLblHb	Definisci Hb come:
calculateHb_gui	16	strItemHMWoLMW	Alto peso molecolare / Basso peso molecolare
calculateHb_gui	17	strItemLMWoHMW	Basso peso molecolare / Alto peso molecolare
calculateHb_gui	18	strItemSmloLrg	Picco più basso/picco più alto
calculateHb_gui	19	strLblMatching	Corrispondenza del nome del campione:
calculateHb_gui	20	strChkIgnore	Ignora Maiuscole/minuscole
calculateHb_gui	21	strChkWord	Aggiungi i limiti/confini delle parole
calculateHb_gui	22	strChkExact	Corrispondenza esatta
calculateHb_gui	23	strLblPost	Post-elaborazione:
calculateHb_gui	24	strChkAverage	Calcola l'altezza media di picco
calculateHb_gui	25	strFrmSave	Salva come
calculateHb_gui	26	strLblSave	Nome per il risultato:
calculateHb_gui	27	strLblKit	Attributo del kit:
calculateHb_gui	28	strBtnCalculate	Calcola
calculateHb_gui	29	strBtnProcessing	In elaborazione?
calculateHb_gui	30	strMsgDataset	Devono essere selezionati un dataset dei campioni ed un dataset dei reference.
calculateHb_gui	31	strMsgTitleDataset	Dataset non selezionato
calculateHb_gui	32	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset di campioni e un dataset di reference
calculateHb_gui	33	strWinTitleCheck	Controllo del subsetting
calculateHb_gui	34	strMsgTitleError	Errore
calculateHeight_gui	1	strWinTitle	Calcola l'altezza di picco
calculateHeight_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateHeight_gui	3	strBtnHelp	Aiuto
calculateHeight_gui	4	strFrmDataset	Datasets
calculateHeight_gui	5	strLblDataset	Dataset campioni:
calculateHeight_gui	6	strDrpDefault	<Selezionare dataset>
calculateHeight_gui	7	strLblSamples	campioni
calculateHeight_gui	8	strLblRefDataset	Dataset dei reference:
calculateHeight_gui	9	strLblRef	campioni reference
calculateHeight_gui	10	strBtnCheck	Controllo del subsetting
calculateHeight_gui	11	strLblKit	Kit:
calculateHeight_gui	12	strFrmOptions	Opzioni
calculateHeight_gui	13	strLblPre	Pre-elaborazione:
calculateHeight_gui	14	strChkSex	Rimuovi i marcatori del sesso
calculateHeight_gui	15	strChkSensors	Rimuovi i 'quality sensors'
calculateHeight_gui	16	strChkExclude	Escludi i valori nella colonna 'Allele'
calculateHeight_gui	17	strChkExcludeInfo	valori 'case sensitive' separati da virgola:
calculateHeight_gui	18	strLblMatching	Corrispondenza nel nome del campione di reference:
calculateHeight_gui	19	strChkIgnore	Ignora Maiuscole/minuscole
calculateHeight_gui	20	strChkExact	Corrispondenza esatta
calculateHeight_gui	21	strLblPost	Post-elaborazione:
calculateHeight_gui	22	strChkReplace	Sostituisci NA nel risultato con 0
calculateHeight_gui	23	strChkAdd	Aggiungi il risultato al dataset
calculateHeight_gui	24	strFrmSave	Salva come
calculateHeight_gui	25	strLblSave	Nome per il risultato:
calculateHeight_gui	26	strBtnCalculate	Calcola
calculateHeight_gui	27	strBtnProcessing	In elaborazione?
calculateHeight_gui	28	strMsgMessage	Devono essere selezionati un dataset dei campioni ed un dataset dei reference.
calculateHeight_gui	29	strMsgTitle	Dataset non selezionato
calculateHeight_gui	30	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset di campioni e un dataset di reference
calculateHeight_gui	31	strWinTitleCheck	Controllo del subsetting
calculateHeight_gui	32	strMsgTitleError	Errore
calculateLb_gui	1	strWinTitle	Calcola l'equilibrio del locus
calculateLb_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateLb_gui	3	strBtnHelp	Aiuto
calculateLb_gui	4	strFrmDataset	Datasets
calculateLb_gui	5	strLblDataset	Dataset campioni:
calculateLb_gui	6	strDrpDefault	<Selezionare dataset>
calculateLb_gui	7	strLblSamples	campioni
calculateLb_gui	8	strLblRefDataset	Dataset dei reference:
calculateLb_gui	9	strTipRef	Se forniti gli alleli noti saranno estratti dai dati
calculateLb_gui	10	strLblRef	campioni reference
calculateLb_gui	11	strBtnCheck	Controllo del subsetting
calculateLb_gui	12	strLblKit	Kit:
calculateLb_gui	13	strFrmOptions	Opzioni
calculateLb_gui	14	strLblPre	Pre-elaborazione:
calculateLb_gui	15	strChkOL	Rimuovi gli alleli off-ladder
calculateLb_gui	16	strChkSex	Rimuovi i marcatori del sesso
calculateLb_gui	17	strChkSensors	Rimuovi i 'quality sensors'
calculateLb_gui	18	strLblMissing	Sostituisci i dati mancanti con l'altezza di picco:
calculateLb_gui	19	strLblMethod	Calcola l'equilibrio del locus:
calculateLb_gui	20	strRadProp	Proportionale
calculateLb_gui	21	strRadNorm	Normalizzato
calculateLb_gui	22	strRadCent	Quantità centrate
calculateLb_gui	23	strRadRatio	Rapporto di picco
calculateLb_gui	24	strChkDye	Calcola Lb per canale di fluorocromo
calculateLb_gui	25	strLblMatching	Corrispondenza nel nome del campione di reference:
calculateLb_gui	26	strChkIgnore	Ignora Maiuscole/minuscole
calculateLb_gui	27	strChkWord	Aggiungi i limiti/confini delle parole
calculateLb_gui	28	strChkExact	Corrispondenza esatta
calculateLb_gui	29	strLblPost	Post-elaborazione:
calculateLb_gui	30	strChkAverage	Calcola l'altezza media di picco
calculateLb_gui	31	strFrmSave	Salva come
calculateLb_gui	32	strLblSave	Nome per il risultato:
calculateLb_gui	33	strBtnCalculate	Calcola
calculateLb_gui	34	strBtnProcessing	In elaborazione?
calculateLb_gui	35	strMsgDataset	Devono essere selezionati un dataset dei campioni ed un dataset dei reference.
calculateLb_gui	36	strMsgTitleDataset	Dataset non selezionato
calculateLb_gui	37	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset di campioni
calculateLb_gui	38	strWinTitleCheck	Controllo del subsetting
calculateLb_gui	39	strMsgTitleError	Errore
calculateLb_gui	40	strMsgNA	'NA' nella colonna 'Dye'. \nUsare la funzione aggiungi dye per risolvere il problema.
calculateLb_gui	41	strMsgTitleNA	individuati NA!
calculateMixture_gui	1	strWinTitle	Calcola la mixture
calculateMixture_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateMixture_gui	3	strBtnHelp	Aiuto
calculateMixture_gui	4	strFrmDataset	Datasets
calculateMixture_gui	5	strLblDataset	Dataset campioni:
calculateMixture_gui	6	strDrpDefault	<Selezionare dataset>
calculateMixture_gui	7	strLblSamples	campioni
calculateMixture_gui	8	strLblRefMajor	Dataset dei reference (maggioritario):
calculateMixture_gui	9	strLblRefMinor	Dataset dei reference (minoritario):
calculateMixture_gui	10	strLblRef	campioni reference
calculateMixture_gui	11	strBtnCheck	Controllo del subsetting
calculateMixture_gui	12	strFrmOptions	Opzioni
calculateMixture_gui	13	strChkOL	Rimuovi gli alleli off-ladder (influenza  number of drop-in)
calculateMixture_gui	14	strChkDrop	Ignora il drop-out (calcola comunque Mx)
calculateMixture_gui	15	strFrmSave	Salva come
calculateMixture_gui	16	strLblSave	Nome per il risultato:
calculateMixture_gui	17	strBtnCalculate	Calcola
calculateMixture_gui	18	strBtnProcessing	In elaborazione?
calculateMixture_gui	19	strMsgDataset	Devono essere selezionati un dataset dei campioni e due dataset di reference.
calculateMixture_gui	20	strMsgTitleDataset	Dataset non selezionato
calculateMixture_gui	21	strMsgCheck	Il data frame è NULL!\n\nAssicurati di selezionare un dataset di campioni
calculateMixture_gui	22	strWinTitleCheck	Controllo del subsetting
calculateMixture_gui	23	strMsgTitleError	Errore
calculateOL_gui	1	strWinTitle	Analizza gli alleli off-ladder
calculateOL_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateOL_gui	3	strBtnHelp	Aiuto
calculateOL_gui	4	strFrmKits	Seleziona kit
calculateOL_gui	5	strFrmOptions	Opzioni
calculateOL_gui	6	strLblDatabase	Selezionare un database di frequenze alleliche:
calculateOL_gui	7	strChkVirtual	Includi i bin virtuali nell'analisi
calculateOL_gui	8	strTipVirtual	NB! Non tutti i produttori specificano quali alleli nel file dei bin sono virtuali. Lo si può fare manualmente nel file .txt del kit.
calculateOL_gui	9	strChkLowFreq	Limita le piccole frequenze a 5/2N
calculateOL_gui	10	strFrmSave	Salva come
calculateOL_gui	11	strLblSave	Nome per il risultato:
calculateOL_gui	12	strBtnCalculate	Calcola
calculateOL_gui	13	strBtnProcessing	In elaborazione?
calculateOL_gui	14	strMsgKit	Devi selezionare almeno un kit.
calculateOL_gui	15	strMsgTitleKit	Nessun kit selezionato
calculateOverlap_gui	1	strWinTitle	Analizza la sovrapposizione dei bins
calculateOverlap_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculateOverlap_gui	3	strBtnHelp	Aiuto
calculateOverlap_gui	4	strFrmKits	Seleziona kit
calculateOverlap_gui	5	strFrmOptions	Opzioni
calculateOverlap_gui	6	strChkMultiply	Moltiplica la sovrapposizione per la frequenza allelica
calculateOverlap_gui	7	strChkVirtual	Includi i bin virtuali nell'analisi
calculateOverlap_gui	8	strTipVirtual	NB! Non tutti i produttori specificano quali alleli nel file dei bin sono virtuali. Lo si può fare manualmente nel file .txt del kit.
calculateOverlap_gui	9	strChkPenalty	Applica penalizzazione per il canale spettrale
calculateOverlap_gui	10	strFrmPenalty	Penalizzazione
calculateOverlap_gui	11	strLblPenalty	Definisci la penalizzazione secondo la distanza tra i canali dei fluorocromi  (primo vicino fino a quinto vicino)
calculateOverlap_gui	12	strFrmSave	Salva come
calculateOverlap_gui	13	strLblSave	Nome per il risultato:
calculateOverlap_gui	14	strBtnCalculate	Calcola
calculateOverlap_gui	15	strBtnProcessing	In elaborazione?
calculateOverlap_gui	16	strMsgColor	Il set di colori del kit deve essere identico per confronti di più kit!\nAnalizzare un kit alla volta!
calculateOverlap_gui	17	strMsgKit	Devi selezionare almeno un kit.
calculateOverlap_gui	18	strMsgTitleKit	Nessun kit selezionato
calculateOverlap_gui	19	strMsgTitleError	Errore
calculatePeaks_gui	1	strWinTitle	Calcola i picchi
calculatePeaks_gui	2	strChkGui	Salva i settaggi dell'interfaccia grafica
calculatePeaks_gui	3	strBtnHelp	Aiuto
calculatePeaks_gui	4	strFrmDataset	Dataset
calculatePeaks_gui	5	strLblDataset	Dataset campioni:
calculatePeaks_gui	6	strDrpDefault	<Selezionare dataset>
calculatePeaks_gui	7	strLblSamples	campioni
calculatePeaks_gui	8	strFrmOptions	Opzioni
calculatePeaks_gui	9	strChkExcludeOL	Escludi i picchi off-ladder (alleli OL).
calculatePeaks_gui	10	strRadBySample	Conta picchi per campione
calculatePeaks_gui	11	strRadByMarker	Conta picchi per marker
calculatePeaks_gui	12	strLblGroups	Definisci etichette di gruppo (separate dalla virgola):
calculatePeaks_gui	13	strTipGroups	Il numero di etichette deve essere una in più del numero di punti cut-off. L'ultimo gruppo è definito da > dell'ultimo punto di cut-off.
