scope	order	key	value
addSize_gui	6	strDrpDefault	<Seleccionar datos>
addSize_gui	7	strLblSamples	muestras
addSize_gui	8	strLblKit	Kit:
addSize_gui	9	strFrmOptions	Opciones
addSize_gui	10	strRadItem1	Obtener tamaño como se define en el archivo de bins (NA si no está definido)
addSize_gui	11	strRadItem2	Calcular una estimación a partir del locus y el número de repeticiones
addSize_gui	12	strFrmSave	Guardar como
addSize_gui	13	strLblSave	Nombre del resultado:
addSize_gui	14	strBtnAdd	Añadir
addSize_gui	15	strBtnProcessing	Procesando…
calculateAllele_gui	1	strWinTitle	Calcular estadísticas resumen para alelos
calculateAllele_gui	2	strChkGui	Guardar configuración de GUI
calculateAllele_gui	3	strBtnHelp	Ayuda
calculateAllele_gui	4	strFrmDataset	Conjunto de datos
calculateAllele_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateAllele_gui	6	strDrpDefault	<Seleccionar datos>
calculateAllele_gui	7	strLblRows	filas
calculateAllele_gui	8	strLblKit	Kit:
calculateAllele_gui	9	strFrmOptions	Opciones
calculateAllele_gui	10	strLblThreshold	Umbral de altura de pico:
calculateAllele_gui	11	strTipThreshold	Los picos con alturas por debajo de este valor se eliminarán.
calculateAllele_gui	12	strChkSexMarkers	Eliminar marcadores de sexo del kit:
calculateAllele_gui	13	strFrmSave	Guardar como
calculateAllele_gui	14	strLblSave	Nombre del resultado:
calculateAllele_gui	15	strBtnCalculate	Calcular
calculateAllele_gui	16	strMsgDataset	Seleccionar un conjunto de datos!
calculateAllele_gui	17	strMsgTitleDataset	Error
calculateAllT_gui	1	strWinTitle	Calcular umbrales estocásticos
calculateAllT_gui	2	strChkGui	Guardar configuración de GUI
calculateAllT_gui	3	strBtnHelp	Ayuda
calculateAllT_gui	4	strFrmDataset	Datos y kit
calculateAllT_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateAllT_gui	6	strDrpDefault	<Seleccionar datos>
calculateAllT_gui	7	strLblSamples	muestras
calculateAllT_gui	8	strLblKit	Kit:
calculateAllT_gui	9	strFrmOptions	Opciones
calculateAllT_gui	10	strLblT	Calcular estimas puntuales a P(dropout)=
calculateAllT_gui	11	strLblTcons	Calcular estimas conservadoras a P(dropout>
calculateAllT_gui	12	strChkSexMarkers	Eliminar marcadores de sexo
calculateAllT_gui	13	strFrmSave	Guardar como
calculateAllT_gui	14	strLblSave	Nombre del resultado:
calculateAllT_gui	15	strBtnCalculate	Calcular
calculateAllT_gui	16	strBtnCalculateActive	Procesando…
calculateAT_gui	1	strWinTitle	Calcular umbral analítico
calculateAT_gui	2	strChkGui	Guardar configuración de GUI
calculateAT_gui	3	strBtnHelp	Ayuda
calculateAT_gui	4	strFrmDataset	Conjuntos de datos
calculateAT_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateAT_gui	6	strDrpDefault	<Seleccionar datos>
calculateAT_gui	7	strLblSamples	muestras
calculateAT_gui	8	strLblDatasetRef	Datos de referencia:
calculateAT_gui	9	strLblRef	referencias
calculateAT_gui	10	strBtnCheck	Comprobar subconjunto
calculateAT_gui	11	strLblKit	Kit:
calculateAT_gui	12	strTipKit	Se usa solo para sombrear rangos enmascarados en el gráfico.
calculateAT_gui	13	strFrmOptions	Opciones
calculateAT_gui	14	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateAT_gui	15	strChkWord	Añadir límites de palabras
calculateAT_gui	16	strChkMaskHigh	Enmascarar alturas de pico
calculateAT_gui	17	strLblMaskHigh	Enmascarar picos por encima de (RFU):
calculateAT_gui	18	strChkMaskAllele	Enmascarar alelos
calculateAT_gui	19	strLblDpAllele	Rango (data points) alrededor de alelos conocidos:
calculateAT_gui	20	strChkMaskDye	Enmascarar alelos por canal de marcaje
calculateAT_gui	21	strChkILS	Enmascarar picos ILS
calculateAT_gui	22	strLblDpPeak	Rango (data points) alrededor de picos conocidos:
calculateAT_gui	23	strLblConf	Nivel de confianza 'k' (AT1, AT7):
calculateAT_gui	24	strLblRank	Umbral para el rango de percentil (AT2):
calculateAT_gui	25	strLblAlpha	Nivel superior de confianza 'alpha' (AT4): 
calculateAT_gui	26	strFrmPrepare	Preparar datos y verificar enmascaramiento
calculateAT_gui	27	strBtnMask	Preparar y enmanscarar
calculateAT_gui	28	strDrpDefault2	<Seleccionar muestra>
calculateAT_gui	29	strBtnSave	Guardar gráfico
calculateAT_gui	30	strFrmSave	Guardar como
calculateAT_gui	31	strLblSave	Nombre del resultado:
calculateAT_gui	32	strLblSaveRank	Nombre para la lista de rango de percentil:
calculateAT_gui	33	strLblSaveMasked	Nombre para datos brutos enmascarados:
calculateAT_gui	34	strBtnCalculate	Calcular
calculateAT_gui	35	strBtnProcessing	Procesando…
calculateAT_gui	36	strWinCheck	Comprobar subconjunto
calculateAT_gui	37	strMsgPlot	Click 'Preparar y enamscarar' y seleccionar una muestra antes de guardar.
calculateAT_gui	38	strMsgTitlePlot	Sin gráfico!
calculateAT_gui	39	strMsgTitleError	Error
calculateAT_gui	40	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia
calculateAT_gui	41	strMsgDataset	Se debe seleccionar datos y referencias.
calculateAT_gui	42	strMsgTitleDataset	Conjuntos de datos no seleccionados
calculateAT6_gui	1	strWinTitle	Calcular umbral analítico
calculateAT6_gui	2	strChkGui	Guardar configuración de GUI
calculateAT6_gui	3	strBtnHelp	Ayuda
calculateAT6_gui	4	strFrmDataset	Conjuntos de datos
calculateAT6_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateAT6_gui	6	strDrpDefault	<Seleccionar datos>
calculateAT6_gui	7	strLblSamples	muestras
calculateAT6_gui	8	strLblDatasetRef	Datos de referencia:
calculateAT6_gui	9	strLblRef	referencias
calculateAT6_gui	10	strBtnCheck	Comprobar subconjunto
calculateAT6_gui	11	strLblAmount	Conjunto de datos de cantidad:
calculateAT6_gui	12	strFrmOptions	Opciones
calculateAT6_gui	13	strLblText1	NB! Método indirecto no recomendado.
calculateAT6_gui	14	strLblText2	Consultar 'Ayuda' o el manual para conocer las limitaciones.
calculateAT6_gui	15	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateAT6_gui	16	strRadItem1	Regresión lineal
calculateAT6_gui	17	strRadItem2	Regresión lineal ponderada
calculateAT6_gui	18	strLblLevel	Nivel significativo:
calculateAT6_gui	19	strFrmSave	Guardar como
calculateAT6_gui	20	strLblSave	Nombre del resultado:
calculateAT6_gui	21	strBtnCalculate	Calcular
calculateAT6_gui	22	strBtnCalculateActive	Procesando…
calculateAT6_gui	23	strWinCheck	Comprobar subconjunto
calculateAT6_gui	24	strMsgTitleError	Error
calculateAT6_gui	25	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia
calculateAT6_gui	26	strMsgDataset	Se debe seleccionar datos y referencias.
calculateAT6_gui	27	strMsgTitleDataset	Conjuntos de datos no seleccionados
calculateCapillary_gui	1	strWinTitle	Calcular el equilibrio de capilares
calculateCapillary_gui	2	strChkGui	Guardar configuración de GUI
calculateCapillary_gui	3	strBtnHelp	Ayuda
calculateCapillary_gui	4	strFrmDataset	Conjunto de datos
calculateCapillary_gui	5	strLblDataSample	Tabla de Muestras:
calculateCapillary_gui	6	strDrpDefault	<Seleccionar datos>
calculateCapillary_gui	7	strLblSamples	muestras
calculateCapillary_gui	8	strLblDataSizing	Sample Plot Sizing Table:
calculateCapillary_gui	9	strLblSampleFiles	Archivos de muestras
calculateCapillary_gui	10	strFrmOptions	Opciones
calculateCapillary_gui	11	strLblRun	Nombre del run:
calculateCapillary_gui	12	strLblRunMsg	Nombre opcional del run
calculateCapillary_gui	13	strLblThreshold	Umbral de 'sizing quality':
calculateCapillary_gui	14	strFrmSave	Guardar como
calculateCapillary_gui	15	strLblSave	Nombre del resultado:
calculateCapillary_gui	16	strBtnCalculate	Calcular
calculateCapillary_gui	17	strMsgDataset	Se debe seleccionar la 'Tabla de muestras' y la 'SamplePlotSizing'.
calculateCapillary_gui	18	strMsgTitleDataset	Conjuntos de datos no seleccionados
calculateConcordance_gui	1	strWinTitle	Calcular concordancia
calculateConcordance_gui	2	strChkGui	Guardar configuración de GUI
calculateConcordance_gui	3	strBtnHelp	Ayuda
calculateConcordance_gui	4	strFrmDataset	Datos y kit
calculateConcordance_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateConcordance_gui	6	strDrpDefault	<Seleccionar datos>
calculateConcordance_gui	7	strLblSamples	muestras
calculateConcordance_gui	8	strLblKit	Kit:
calculateConcordance_gui	9	strBtnAdd	Añadir
calculateConcordance_gui	10	strFrmOptions	Opciones
calculateConcordance_gui	11	strLblDelimiter	Delimitar por alelos en el genotipo:
calculateConcordance_gui	12	strLblNoSample	Cadena para muestras ausentes:
calculateConcordance_gui	13	strLblNoMarker	Cadena para marcadores ausentes:
calculateConcordance_gui	14	strChkInclude	Incluir muestras ausentes en el resultado.
calculateConcordance_gui	15	strTipInclude	Las muestras no incluidas en el conjunto de datos se incluirán siempre en el resultado.
calculateConcordance_gui	16	strFrmSelected	Datos seleccionados
calculateConcordance_gui	17	strLblSelected	Nombres para los conjuntos de datos a analizar (separados por coma):
calculateConcordance_gui	18	strLblUsedKits	Nombre de los kits (separado por coma):
calculateConcordance_gui	19	strFrmSave	Guardar como
calculateConcordance_gui	20	strLblSave	Nombre de la tabla de discordancias:
calculateConcordance_gui	21	strLblSave2	Nombre de la tabla de concordancias:
calculateConcordance_gui	22	strBtnCalculate	Calcular
calculateConcordance_gui	23	strBtnProcessing	Procesando…
calculateConcordance_gui	24	strMsgAddMessage	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos
calculateConcordance_gui	25	strMsgTitleError	Error
calculateConcordance_gui	26	strMsgDataset	Se debe seleccionar un conjunto de datos.
calculateConcordance_gui	27	strMsgTitleDataset	Conjuntos de datos no seleccionados
calculateCopies_gui	1	strWinTitle	Calcular copias alélicas
calculateCopies_gui	2	strChkGui	Guardar configuración de GUI
calculateCopies_gui	3	strBtnHelp	Ayuda
calculateCopies_gui	4	strFrmDataset	Conjunto de datos
calculateCopies_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateCopies_gui	6	strDrpDefault	<Seleccionar datos>
calculateCopies_gui	7	strLblSamples	muestras
calculateCopies_gui	8	strFrmOptions	Opciones
calculateCopies_gui	9	strChkObserved	Añadir el número de alelos únicos (contar el número de picos)
calculateCopies_gui	10	strChkCopies	Añadir el número de copias alélicas (para perfiles completos conocidos)
calculateCopies_gui	11	strTipCopies	"1" para heterocigotos y "2" para homocigotos.
calculateCopies_gui	12	strChkHeterozygosity	Añadir indicador de heterocigoto (para perfiles conocidos y completos)
calculateCopies_gui	13	strTipHeterozygosity	"1" para loci heterocigotos y "0" para loci homocigotos.
calculateCopies_gui	14	strFrmSave	Guardar como
calculateCopies_gui	15	strLblSave	Nombre del resultado:
calculateCopies_gui	16	strBtnCalculate	Calcular
calculateCopies_gui	17	strBtnProcessing	Procesando…
calculateCopies_gui	18	strMsgDataset	Se tiene que seleccionar un conjunto de datos.
calculateCopies_gui	19	strMsgTitleDataset	Datos no seleccionados
calculateDropout_gui	1	strWinTitle	Calcular dropout
calculateDropout_gui	2	strChkGui	Guardar configuración de GUI
calculateDropout_gui	3	strBtnHelp	Ayuda
calculateDropout_gui	4	strFrmDataset	Datos y kit
calculateDropout_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateDropout_gui	6	strDrpDefault	<Seleccionar datos>
calculateDropout_gui	7	strLblSamples	muestras
calculateDropout_gui	8	strLblRefDataset	Datos de referencia:
calculateDropout_gui	9	strLblRef	referencias
calculateDropout_gui	10	strBtnCheck	Comprobar subconjunto
calculateDropout_gui	11	strLblKit	Kit:
calculateDropout_gui	12	strFrmOptions	Opciones
calculateDropout_gui	13	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateDropout_gui	14	strChkSex	Eliminar marcadores de sexo
calculateDropout_gui	15	strChkSensors	Eliminar sensores de calidad
calculateDropout_gui	16	strChkAverage	Calcular altura promedio de pico
calculateDropout_gui	17	strLblAt	Umbral anatítico (AT):
calculateDropout_gui	18	strLblMethods	Seleccionar uno o más métodos de puntuación de dropout
calculateDropout_gui	19	strChkMethod1	Puntuación dropout relativa al alelo de bajo peso molecular
calculateDropout_gui	20	strChkMethod2	Puntuación dropout relativa al alelo de alto peso molecular
calculateDropout_gui	21	strChkMethodX	Puntuación dropout relativa a un alelo al azar
calculateDropout_gui	22	strChkMethodL	Puntuación dropout por locus
calculateDropout_gui	23	strFrmSave	Guardar como
calculateDropout_gui	24	strLblSave	Nombre del resultado:
calculateDropout_gui	25	strBtnCalculate	Calcular
calculateDropout_gui	26	strBtnProcessing	Procesando…
calculateDropout_gui	27	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateDropout_gui	28	strMsgTitleDataset	Datos no seleccionados
calculateDropout_gui	29	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia.
calculateDropout_gui	30	strMsgTitleError	Error
calculateHb_gui	1	strWinTitle	Calcular equilibrio de heterocigotos
calculateHb_gui	2	strChkGui	Guardar configuración de GUI
calculateHb_gui	3	strBtnHelp	Ayuda
calculateHb_gui	4	strFrmDataset	Conjuntos de datos
calculateHb_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateHb_gui	6	strDrpDefault	<Seleccionar datos>
calculateHb_gui	7	strLblSamples	muestras
calculateHb_gui	8	strLblRefDataset	Datos de referencia:
calculateHb_gui	9	strLblRef	referencias
calculateHb_gui	10	strBtnCheck	Comprobar subconjunto
calculateHb_gui	11	strFrmOptions	Opciones
calculateHb_gui	12	strLblPre	Pre-procesando:
calculateHb_gui	13	strChkSex	Eliminar marcadores de sexo
calculateHb_gui	14	strChkSensors	Eliminar sensores de calidad
calculateHb_gui	15	strLblHb	Definir Hb como:
calculateHb_gui	16	strItemHMWoLMW	Alto peso molecular / bajo peso molecular
calculateHb_gui	17	strItemLMWoHMW	Bajo peso molecular / alto peso molecular
calculateHb_gui	18	strItemSmloLrg	Pico más pequeño / pico más largo
calculateHb_gui	19	strLblMatching	Coincidencia del nombre de la muestra:
calculateHb_gui	20	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateHb_gui	21	strChkWord	Añadir límites de palabras
calculateHb_gui	22	strChkExact	Coincidencia exacta
calculateHb_gui	23	strLblPost	Post-procesando:
calculateHb_gui	24	strChkAverage	Calcular altura promedio de pico
calculateHb_gui	25	strFrmSave	Guardar como
calculateHb_gui	26	strLblSave	Nombre del resultado:
calculateHb_gui	27	strLblKit	Atributo del kit:
calculateHb_gui	28	strBtnCalculate	Calcular
calculateHb_gui	29	strBtnProcessing	Procesando…
calculateHb_gui	30	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateHb_gui	31	strMsgTitleDataset	Datos no seleccionados
calculateHb_gui	32	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia.
calculateHb_gui	33	strWinTitleCheck	Comprobar subconjunto
calculateHb_gui	34	strMsgTitleError	Error
calculateHeight_gui	1	strWinTitle	Calcular altura de pico
calculateHeight_gui	2	strChkGui	Guardar configuración de GUI
calculateHeight_gui	3	strBtnHelp	Ayuda
calculateHeight_gui	4	strFrmDataset	Conjuntos de datos
calculateHeight_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateHeight_gui	6	strDrpDefault	<Seleccionar datos>
calculateHeight_gui	7	strLblSamples	muestras
calculateHeight_gui	8	strLblRefDataset	Datos de referencia:
calculateHeight_gui	9	strLblRef	referencias
calculateHeight_gui	10	strBtnCheck	Comprobar subconjunto
calculateHeight_gui	11	strLblKit	Kit:
calculateHeight_gui	12	strFrmOptions	Opciones
calculateHeight_gui	13	strLblPre	Pre-procesando:
calculateHeight_gui	14	strChkSex	Eliminar marcadores de sexo
calculateHeight_gui	15	strChkSensors	Eliminar sensores de calidad
calculateHeight_gui	16	strChkExclude	Excluir vaolres en la columna 'Alelo'
calculateHeight_gui	17	strChkExcludeInfo	Valores sensibles a mayúsculas y minúsculas separados por comas:
calculateHeight_gui	18	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
calculateHeight_gui	19	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateHeight_gui	20	strChkExact	Coincidencia exacta
calculateHeight_gui	21	strLblPost	Post-procesando:
calculateHeight_gui	22	strChkReplace	Reemplazar NA en el resultado con 0
calculateHeight_gui	23	strChkAdd	Añadir resultado a los datos
calculateHeight_gui	24	strFrmSave	Guardar como
calculateHeight_gui	25	strLblSave	Nombre del resultado:
calculateHeight_gui	26	strBtnCalculate	Calcular
calculateHeight_gui	27	strBtnProcessing	Procesando…
calculateHeight_gui	28	strMsgMessage	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateHeight_gui	29	strMsgTitle	Datos no seleccionados
calculateHeight_gui	30	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia.
calculateHeight_gui	31	strWinTitleCheck	Comprobar subconjunto
calculateHeight_gui	32	strMsgTitleError	Error
calculateLb_gui	1	strWinTitle	Calcular equilibrio del locus
calculateLb_gui	2	strChkGui	Guardar configuración de GUI
calculateLb_gui	3	strBtnHelp	Ayuda
calculateLb_gui	4	strFrmDataset	Conjuntos de datos
calculateLb_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateLb_gui	6	strDrpDefault	<Seleccionar datos>
calculateLb_gui	7	strLblSamples	muestras
calculateLb_gui	8	strLblRefDataset	Datos de referencia:
calculateLb_gui	9	strTipRef	Si se proporcionan, los alelos conocidos se extraerán de los datos
calculateLb_gui	10	strLblRef	referencias
calculateLb_gui	11	strBtnCheck	Comprobar subconjunto
calculateLb_gui	12	strLblKit	Kit:
calculateLb_gui	13	strFrmOptions	Opciones
calculateLb_gui	14	strLblPre	Pre-procesando:
calculateLb_gui	15	strChkOL	Eliminar alelos off-ladder
calculateLb_gui	16	strChkSex	Eliminar marcadores de sexo
calculateLb_gui	17	strChkSensors	Eliminar sensores de calidad
calculateLb_gui	18	strLblMissing	Reemplazar datos ausentes con altura de pico:
calculateLb_gui	19	strLblMethod	Calcular equilibrio del locus:
calculateLb_gui	20	strRadProp	Proporcional
calculateLb_gui	21	strRadNorm	Normalizado
calculateLb_gui	22	strRadCent	Cantidades centradas
calculateLb_gui	23	strRadRatio	Ratio de pico
calculateLb_gui	24	strChkDye	Calcular Lb por canal de fluorocromo
calculateLb_gui	25	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
calculateLb_gui	26	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateLb_gui	27	strChkWord	Añadir límites de palabras
calculateLb_gui	28	strChkExact	Coincidencia exacta
calculateLb_gui	29	strLblPost	Post-procesando:
calculateLb_gui	30	strChkAverage	Calcular altura promedio de pico
calculateLb_gui	31	strFrmSave	Guardar como
calculateLb_gui	32	strLblSave	Nombre del resultado:
calculateLb_gui	33	strBtnCalculate	Calcular
calculateLb_gui	34	strBtnProcessing	Procesando…
calculateLb_gui	35	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateLb_gui	36	strMsgTitleDataset	Datos no seleccionados
calculateLb_gui	37	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
calculateLb_gui	38	strWinTitleCheck	Comprobar subconjunto
calculateLb_gui	39	strMsgTitleError	Error
calculateLb_gui	40	strMsgNA	"NA" en la columna 'Marcaje'. \nUsar la función añadir marcaje para arreglarlo.
calculateLb_gui	41	strMsgTitleNA	NA detectado!
calculateMixture_gui	1	strWinTitle	Calcular Mezcla
calculateMixture_gui	2	strChkGui	Guardar configuración de GUI
calculateMixture_gui	3	strBtnHelp	Ayuda
calculateMixture_gui	4	strFrmDataset	Conjuntos de datos
calculateMixture_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateMixture_gui	6	strDrpDefault	<Seleccionar datos>
calculateMixture_gui	7	strLblSamples	muestras
calculateMixture_gui	8	strLblRefMajor	Conjunto de datos de referencia (mayoritario):
calculateMixture_gui	9	strLblRefMinor	Conjunto de datos de referencia (minoritario):
calculateMixture_gui	10	strLblRef	referencias
calculateMixture_gui	11	strBtnCheck	Comprobar subconjunto
calculateMixture_gui	12	strFrmOptions	Opciones
calculateMixture_gui	13	strChkOL	Eliminar alelos off-ladder (afecta al número de drop-in)
calculateMixture_gui	14	strChkDrop	Ignorar drop-out (calcular Mx de todos modos)
calculateMixture_gui	15	strFrmSave	Guardar como
calculateMixture_gui	16	strLblSave	Nombre del resultado:
calculateMixture_gui	17	strBtnCalculate	Calcular
calculateMixture_gui	18	strBtnProcessing	Procesando…
calculateMixture_gui	19	strMsgDataset	Se deben seleccionar los datos de las muestras y dos conjuntos de datos de referencias.
calculateMixture_gui	20	strMsgTitleDataset	Datos no seleccionados
calculateMixture_gui	21	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
calculateMixture_gui	22	strWinTitleCheck	Comprobar subconjunto
calculateMixture_gui	23	strMsgTitleError	Error
calculateOL_gui	1	strWinTitle	Analizar alelos off-ladder
calculateOL_gui	2	strChkGui	Guardar configuración de GUI
calculateOL_gui	3	strBtnHelp	Ayuda
calculateOL_gui	4	strFrmKits	Seleccionar kits
calculateOL_gui	5	strFrmOptions	Opciones
calculateOL_gui	6	strLblDatabase	Seleccionar base de datos de frecuencias alélicas:
calculateOL_gui	7	strChkVirtual	Incluir bins virtuales en el análisis
calculateOL_gui	8	strTipVirtual	NB! No todos los fabricantes especifican qué alelos son virtuales en el archivo de bins. Esto se puede especificar manualmente en el archivo kit.txt.
calculateOL_gui	9	strChkLowFreq	Limitar fecuencias mínimas a 5/2N
calculateOL_gui	10	strFrmSave	Guardar como
calculateOL_gui	11	strLblSave	Nombre del resultado:
calculateOL_gui	12	strBtnCalculate	Calcular
calculateOL_gui	13	strBtnProcessing	Procesando…
calculateOL_gui	14	strMsgKit	Se tiene que seleccionar al menos un kit.
calculateOL_gui	15	strMsgTitleKit	No se ha seleccionado kit
calculateOverlap_gui	1	strWinTitle	Analizar superposición de bins
calculateOverlap_gui	2	strChkGui	Guardar configuración de GUI
calculateOverlap_gui	3	strBtnHelp	Ayuda
calculateOverlap_gui	4	strFrmKits	Seleccionar kits
calculateOverlap_gui	5	strFrmOptions	Opciones
calculateOverlap_gui	6	strChkMultiply	Multiplicar la superposición por la frecuencia alélica
calculateOverlap_gui	7	strChkVirtual	Incluir bins virtuales en el análisis
calculateOverlap_gui	8	strTipVirtual	NB! No todos los fabricantes especifican qué alelos son virtuales en el archivo de bins. Esto se puede especificar manualmente en el archivo kit.txt.
calculateOverlap_gui	9	strChkPenalty	Aplicar penalización de canal espectral
calculateOverlap_gui	10	strFrmPenalty	Penalización
calculateOverlap_gui	11	strLblPenalty	Definir penalización por la distancia entre los canales de fluorocromos (del 1º al 5º)
calculateOverlap_gui	12	strFrmSave	Guardar como
calculateOverlap_gui	13	strLblSave	Nombre del resultado:
calculateOverlap_gui	14	strBtnCalculate	Calcular
calculateOverlap_gui	15	strBtnProcessing	Procesando…
calculateOverlap_gui	16	strMsgColor	Para comparar múltiples kits, los marcajes deben ser idénticos!\nAnalizar un solo kit!
calculateOverlap_gui	17	strMsgKit	Se debe seleccionar al menos un kit.
calculateOverlap_gui	18	strMsgTitleKit	No se ha seleccionado kit
calculateOverlap_gui	19	strMsgTitleError	Error
calculatePeaks_gui	1	strWinTitle	Calcular picos
calculatePeaks_gui	2	strChkGui	Guardar configuración de GUI
calculatePeaks_gui	3	strBtnHelp	Ayuda
calculatePeaks_gui	4	strFrmDataset	Conjunto de datos
calculatePeaks_gui	5	strLblDataset	Conjunto de datos de muestras:
calculatePeaks_gui	6	strDrpDefault	<Seleccionar datos>
calculatePeaks_gui	7	strLblSamples	muestras
calculatePeaks_gui	8	strFrmOptions	Opciones
calculatePeaks_gui	9	strChkExcludeOL	Excluir picos off-ladder (alelos OL).
calculatePeaks_gui	10	strRadBySample	Contar picos por muestra
calculatePeaks_gui	11	strRadByMarker	Contar picos por marcador
calculatePeaks_gui	12	strLblGroups	Definir las etiquetas del grupo (separadas por coma):
calculatePeaks_gui	13	strTipGroups	El número de etiquetas debe ser una más que el número de puntos cut-off. El último grupo se define por > que el último punto cut-off.
calculatePeaks_gui	14	strLblCutOff	Definir los puntos de corte (<=) para los grupos (seprados por comma):
